id,team_id,full_name,position,corsi_pct,fenwick_pct,on_ice_shots_pct,wrist_shot_shots,wrist_shot_goals,slap_shot_shots,slap_shot_goals,backhand_shot_shots,backhand_shot_goals,tip_shot_shots,tip_shot_goals,snap_shot_shots,snap_shot_goals,wrap_around_shot_shots,wrap_around_shot_goals,offensive_zone_starts,defensive_zone_starts,neutral_zone_starts
308d83f1-6166-407e-9959-8badc52be1ca,441862de-0f24-11e2-8525-18a905767e44,Josh Manson,D,0.458,0.456,0.461,0.64,0.01,0.34,0.01,0.07,0.01,0.03,0.0,0.23,0.0,0.0,0.0,5.24,10.54,7.3
b77f72cf-64ea-4162-bfaa-42977f367b92,441862de-0f24-11e2-8525-18a905767e44,Andrej Sustr,D,0.394,0.385,0.407,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.4,2.8
9df75668-3fa7-4153-b7e4-2ae8787d42a9,441862de-0f24-11e2-8525-18a905767e44,Marcus Pettersson,D,0.46,0.449,0.455,0.41,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,3.74,3.11,4.19
ba134e9a-8b58-418d-b2db-938f559b558d,441862de-0f24-11e2-8525-18a905767e44,Korbinian Holzer,D,0.459,0.469,0.456,0.55,0.0,0.09,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.27,5.73,3.95
990fadc1-50d2-4dda-bec7-345b69683ae7,441862de-0f24-11e2-8525-18a905767e44,Derek Grant,F,0.483,0.484,0.469,0.94,0.0,0.16,0.03,0.19,0.0,0.13,0.0,0.13,0.03,0.0,0.0,3.32,6.77,4.32
62b8c7d0-7247-11e2-a3e0-f4ce4684ea4c,441862de-0f24-11e2-8525-18a905767e44,Ben Street,F,0.411,0.395,0.366,0.52,0.05,0.0,0.0,0.1,0.0,0.14,0.05,0.05,0.0,0.1,0.05,3.19,4.62,3.9
42789ae7-0f24-11e2-8525-18a905767e44,441862de-0f24-11e2-8525-18a905767e44,Rickard Rakell,F,0.48,0.477,0.482,1.71,0.16,0.29,0.04,0.25,0.01,0.16,0.01,0.39,0.04,0.04,0.0,6.67,4.88,5.58
cd86a6c9-866d-4672-9d77-0c3d2b4f8745,441862de-0f24-11e2-8525-18a905767e44,Kiefer Sherwood,F,0.449,0.438,0.425,0.68,0.08,0.04,0.0,0.1,0.0,0.1,0.02,0.28,0.02,0.0,0.0,3.26,3.26,3.72
baeee6b2-c75d-4f6d-b52b-8c977f173179,441862de-0f24-11e2-8525-18a905767e44,Troy Terry,F,0.474,0.471,0.457,0.66,0.13,0.0,0.0,0.03,0.0,0.13,0.03,0.03,0.0,0.0,0.0,5.03,2.81,3.97
433365dd-0f24-11e2-8525-18a905767e44,441862de-0f24-11e2-8525-18a905767e44,Chad Johnson,G,0.502,0.482,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67,10.22,9.89
0482b683-48c3-4750-adfb-e073f3e69f0d,441862de-0f24-11e2-8525-18a905767e44,Kevin Boyle,G,0.493,0.495,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,17.2,16.4
f45ba48c-36a4-4556-8532-3f23953d3d98,441862de-0f24-11e2-8525-18a905767e44,Sam Steel,F,0.442,0.415,0.403,0.86,0.09,0.09,0.05,0.18,0.05,0.27,0.09,0.09,0.0,0.05,0.0,5.27,4.18,3.55
8a030e5d-d0a3-4695-8d73-73370fa094a8,441862de-0f24-11e2-8525-18a905767e44,Nick Ritchie,F,0.487,0.485,0.476,0.9,0.08,0.03,0.0,0.2,0.02,0.28,0.05,0.13,0.0,0.03,0.0,5.23,3.5,3.85
42e403b9-0f24-11e2-8525-18a905767e44,441862de-0f24-11e2-8525-18a905767e44,Patrick Eaves,F,0.4,0.41,0.384,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,4.86,4.43,4.14
671bbc9e-99ea-4c1f-b871-f8efd53b0d8f,441862de-0f24-11e2-8525-18a905767e44,Hampus Lindholm,D,0.486,0.487,0.486,0.91,0.07,0.3,0.0,0.04,0.0,0.03,0.0,0.36,0.01,0.0,0.0,6.04,10.41,7.38
ac8a04f3-8753-4619-a188-f641398991ce,441862de-0f24-11e2-8525-18a905767e44,Daniel Sprong,F,0.486,0.485,0.474,1.43,0.17,0.32,0.04,0.13,0.04,0.09,0.0,0.36,0.06,0.02,0.0,4.28,2.94,3.23
b3e7060b-854d-4d98-bf86-6e1358f1fb68,441862de-0f24-11e2-8525-18a905767e44,Brendan Guhle,D,0.56,0.586,0.6,1.33,0.0,0.33,0.0,0.17,0.0,0.17,0.0,0.33,0.0,0.0,0.0,5.83,2.17,5.0
179e5b56-10f8-45de-9282-39329d2fbb63,441862de-0f24-11e2-8525-18a905767e44,Brandon Montour,D,0.483,0.48,0.469,0.94,0.03,0.5,0.0,0.15,0.02,0.03,0.0,0.4,0.02,0.02,0.02,6.81,7.35,6.06
7bfe182e-66e0-4885-9bca-dc362c7a3f5b,441862de-0f24-11e2-8525-18a905767e44,Joseph Blandisi,F,0.433,0.372,0.385,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.67,3.67
09318a2b-e0e8-47e8-94e6-5f69a794bb5d,441862de-0f24-11e2-8525-18a905767e44,Isac Lundestrom,F,0.416,0.398,0.405,0.53,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.07,0.0,0.07,0.0,3.67,4.0,3.6
552c4e73-a73a-46b3-82c1-0d5c8928c977,441862de-0f24-11e2-8525-18a905767e44,Max Jones,F,0.477,0.481,0.456,1.0,0.07,0.03,0.0,0.27,0.0,0.37,0.0,0.23,0.0,0.03,0.0,3.97,3.1,4.33
42dd3f2c-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Marc Methot,D,0.416,0.397,0.43,0.44,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,6.33,6.78
42ea7555-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Tyler Seguin,F,0.504,0.499,0.508,2.17,0.22,0.82,0.06,0.29,0.02,0.24,0.05,0.45,0.06,0.06,0.0,10.94,7.95,4.91
42f80aee-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Erik Condra,F,0.581,0.619,0.623,1.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,4.33,3.33,2.67
433057ff-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Mats Zuccarello,F,0.596,0.622,0.606,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,8.5,2.0,6.5
42d6380f-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Ben Bishop,G,0.485,0.489,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26,21.11,17.13
edd2ce7b-0e35-426a-a03a-5d42308a8a60,44157522-0f24-11e2-8525-18a905767e44,Landon Bow,G,0.571,0.561,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.5,8.5
2f613430-45b9-462c-bd6a-cded28a7f8af,44157522-0f24-11e2-8525-18a905767e44,Roope Hintz,F,0.494,0.507,0.521,1.02,0.09,0.05,0.0,0.26,0.05,0.05,0.02,0.21,0.0,0.0,0.0,5.02,4.05,4.41
4eb62ddd-35da-4a7e-8b18-543801210cf5,44157522-0f24-11e2-8525-18a905767e44,Taylor Fedun,D,0.516,0.529,0.546,0.96,0.04,0.37,0.02,0.07,0.02,0.02,0.0,0.15,0.0,0.0,0.0,3.65,4.46,4.09
da5988c5-434e-4e7e-b14f-bac942e88c15,44157522-0f24-11e2-8525-18a905767e44,John Klingberg,D,0.519,0.509,0.516,1.8,0.11,0.19,0.02,0.08,0.0,0.05,0.02,0.28,0.02,0.0,0.0,11.64,7.61,6.73
08ce25db-db4e-4521-9ccf-4c345c4a8ea1,44157522-0f24-11e2-8525-18a905767e44,Dillon Heatherington,D,0.443,0.447,0.468,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.0,2.4,2.0
f75d006a-15de-4f0d-8d91-bfc3c59cac84,44157522-0f24-11e2-8525-18a905767e44,Alexander Radulov,F,0.514,0.517,0.528,1.7,0.19,0.13,0.0,0.39,0.09,0.26,0.03,0.44,0.09,0.04,0.0,10.26,5.17,4.73
d2f2bfb6-0377-4102-8e10-8741de978934,44157522-0f24-11e2-8525-18a905767e44,Gavin Bayreuther,D,0.481,0.492,0.49,0.74,0.05,0.42,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.0,0.0,4.89,5.74,5.68
db587592-936f-429c-903b-1dfa318d2a5d,44157522-0f24-11e2-8525-18a905767e44,Julius Honka,D,0.493,0.501,0.522,0.97,0.0,0.17,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.03,0.0,4.69,3.59,3.69
25bf3bd6-cbfc-4cdf-bf50-64c5ae021b7c,44157522-0f24-11e2-8525-18a905767e44,Denis Gurianov,F,0.415,0.425,0.432,0.48,0.0,0.14,0.0,0.05,0.0,0.1,0.0,0.29,0.0,0.0,0.0,3.62,3.24,3.76
d4e95268-3f94-41e2-ba9d-f76fa232ac77,44157522-0f24-11e2-8525-18a905767e44,Valeri Nichushkin,F,0.492,0.499,0.518,0.72,0.0,0.04,0.0,0.21,0.0,0.07,0.0,0.11,0.0,0.0,0.0,2.86,3.18,4.23
63feb100-c108-434d-b740-7b52c6b9270a,44157522-0f24-11e2-8525-18a905767e44,Ben Gleason,D,0.439,0.373,0.392,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.5,4.5
8d638c0b-3d3a-46b0-9cb1-99c0b3fce9e2,44157522-0f24-11e2-8525-18a905767e44,Gemel Smith,F,0.348,0.345,0.377,0.43,0.0,0.07,0.0,0.0,0.0,0.14,0.07,0.14,0.07,0.0,0.0,1.21,2.64,2.43
4294cb52-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Jamie Benn,F,0.503,0.5,0.503,1.37,0.18,0.09,0.01,0.18,0.01,0.29,0.08,0.32,0.05,0.01,0.0,9.86,5.74,5.28
1c989b06-b94a-4fe0-ad3a-c4e4cef1cab1,44157522-0f24-11e2-8525-18a905767e44,Justin Dowling,F,0.478,0.481,0.5,0.36,0.0,0.0,0.0,0.18,0.0,0.09,0.0,0.09,0.0,0.0,0.0,3.73,3.55,4.18
06966019-1eb1-42b5-ac95-a31e19702350,44157522-0f24-11e2-8525-18a905767e44,Connor Carrick,D,0.484,0.488,0.493,0.79,0.07,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,2.93,4.79
e34c0caa-e769-4456-a63b-b0aa7efe9f29,44157522-0f24-11e2-8525-18a905767e44,Joel L'Esperance,F,0.487,0.492,0.488,0.61,0.06,0.11,0.0,0.06,0.0,0.17,0.0,0.22,0.06,0.0,0.0,3.17,3.11,3.67
2afe3d22-7825-4549-a60f-083abcb438d2,44157522-0f24-11e2-8525-18a905767e44,Tyler Pitlick,F,0.479,0.479,0.497,1.0,0.15,0.09,0.0,0.21,0.0,0.11,0.0,0.15,0.02,0.0,0.0,2.38,5.32,5.26
4327ac28-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Blake Comeau,F,0.475,0.476,0.473,0.69,0.05,0.17,0.0,0.13,0.0,0.09,0.03,0.23,0.01,0.0,0.0,2.65,7.48,4.92
6508aeb6-a04d-4023-9be5-e7d357ce6bbe,44157522-0f24-11e2-8525-18a905767e44,Brett Ritchie,F,0.457,0.451,0.453,0.72,0.04,0.02,0.0,0.13,0.0,0.06,0.02,0.11,0.02,0.0,0.0,2.34,2.6,3.4
43699c36-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Andrew Cogliano,F,0.512,0.51,0.5,0.88,0.06,0.0,0.0,0.09,0.0,0.13,0.03,0.13,0.0,0.0,0.0,2.59,4.38,4.28
42d545b4-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Roman Polak,D,0.446,0.457,0.459,0.6,0.0,0.31,0.0,0.04,0.01,0.0,0.0,0.03,0.0,0.03,0.0,3.13,8.91,6.12
47f4508c-e59a-4846-8751-00c56610b45b,44157522-0f24-11e2-8525-18a905767e44,Joel Hanley,D,0.53,0.558,0.571,0.19,0.0,0.31,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,4.69,4.19
22620d9f-c834-41d2-8898-6c62a6c868fb,44157522-0f24-11e2-8525-18a905767e44,Jamie Oleksiak,D,0.501,0.503,0.508,0.33,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.52,4.62,4.43
ad6914be-5179-43a5-8960-2ec2a6d30486,44157522-0f24-11e2-8525-18a905767e44,Jason Dickinson,F,0.476,0.488,0.487,0.87,0.04,0.06,0.0,0.06,0.01,0.1,0.0,0.21,0.03,0.04,0.0,2.66,5.46,3.99
edc6f332-3569-4673-b590-53e8dd1671f2,44157522-0f24-11e2-8525-18a905767e44,Miro Heiskanen,D,0.513,0.512,0.52,1.48,0.09,0.28,0.02,0.06,0.01,0.02,0.0,0.38,0.02,0.0,0.0,8.41,7.23,7.04
42ef5c46-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Anton Khudobin,G,0.476,0.475,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,20.37,16.51
fb846a62-ca10-4d28-bae8-2931a611d2c6,44157522-0f24-11e2-8525-18a905767e44,Mattias Janmark,F,0.494,0.492,0.496,0.69,0.05,0.06,0.01,0.22,0.01,0.12,0.0,0.15,0.0,0.05,0.0,3.22,4.64,4.26
f45dad30-08be-4aab-9db7-b2033609b5d6,44157522-0f24-11e2-8525-18a905767e44,Radek Faksa,F,0.467,0.466,0.479,0.69,0.12,0.1,0.0,0.2,0.02,0.16,0.01,0.15,0.02,0.0,0.0,2.91,7.98,5.57
42f5b1c9-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Jason Spezza,F,0.498,0.493,0.488,0.96,0.05,0.2,0.03,0.07,0.0,0.13,0.0,0.22,0.03,0.0,0.0,6.16,3.68,3.91
31c54b40-8be3-495a-bb97-53101c30e29f,44157522-0f24-11e2-8525-18a905767e44,Devin Shore,F,0.449,0.467,0.475,0.6,0.1,0.1,0.0,0.14,0.02,0.05,0.0,0.12,0.0,0.0,0.0,3.71,3.9,4.33
1b1772ec-e2ad-4189-b223-4c87e5bb7188,44157522-0f24-11e2-8525-18a905767e44,Esa Lindell,D,0.448,0.445,0.443,1.02,0.06,0.23,0.01,0.06,0.0,0.04,0.02,0.24,0.02,0.0,0.0,6.18,11.61,7.5
434264fe-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Ben Lovejoy,D,0.422,0.425,0.417,0.65,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,2.3,7.5,4.9
42850ac3-0f24-11e2-8525-18a905767e44,44157522-0f24-11e2-8525-18a905767e44,Martin Hanzal,F,0.411,0.427,0.436,1.14,0.0,0.14,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.14,0.0,3.57,5.86,3.71
08b63917-0279-43b9-b915-0f0a80b44115,4415ce44-0f24-11e2-8525-18a905767e44,Patrik Nemeth,D,0.474,0.483,0.489,0.46,0.01,0.16,0.0,0.04,0.0,0.0,0.0,0.11,0.0,0.0,0.0,2.28,6.64,4.26
8f110b7e-fb33-4317-be88-b7afb04a4d43,4415ce44-0f24-11e2-8525-18a905767e44,Sven Andrighetto,F,0.5,0.513,0.513,1.03,0.05,0.13,0.02,0.08,0.0,0.03,0.02,0.17,0.03,0.02,0.0,3.33,2.23,2.75
3268b09c-d07e-494b-bcd7-035fc5982f4a,4415ce44-0f24-11e2-8525-18a905767e44,Sheldon Dries,F,0.458,0.476,0.481,0.63,0.03,0.03,0.0,0.1,0.0,0.1,0.03,0.15,0.0,0.05,0.0,2.05,2.7,2.45
cea7ffc4-f1f2-42c1-91d0-457bc34bfdb9,4415ce44-0f24-11e2-8525-18a905767e44,Dominic Toninato,F,0.387,0.429,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
f0dd1b3a-6b87-417d-9efa-ae53cb137a9a,4415ce44-0f24-11e2-8525-18a905767e44,J.T. Compher,F,0.474,0.478,0.483,1.14,0.17,0.17,0.02,0.15,0.02,0.18,0.05,0.12,0.0,0.02,0.0,6.94,6.5,4.68
7b23ea01-b94b-423f-8f28-8e9c45a44aad,4415ce44-0f24-11e2-8525-18a905767e44,Andrew Agozzino,F,0.461,0.495,0.506,0.55,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.91,1.73
434864c8-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Mark Barberio,D,0.399,0.388,0.399,0.67,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.0,0.0,2.58,4.08,5.42
1cb1b41a-02ec-47dc-9252-9e779c677390,4415ce44-0f24-11e2-8525-18a905767e44,Logan O'Connor,F,0.54,0.571,0.542,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.8,1.8
733ba4ad-23b7-4910-a0c6-62b2a48d8b15,4415ce44-0f24-11e2-8525-18a905767e44,Mikko Rantanen,F,0.539,0.529,0.543,1.55,0.24,0.35,0.04,0.41,0.08,0.12,0.03,0.15,0.03,0.01,0.0,11.58,4.86,7.26
42d3de3b-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Ian Cole,D,0.508,0.519,0.518,0.62,0.01,0.37,0.01,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.0,5.1,8.45,5.82
42c967e5-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Gabriel Bourque,F,0.407,0.434,0.435,0.47,0.04,0.02,0.0,0.02,0.0,0.05,0.0,0.05,0.0,0.0,0.0,2.15,3.95,2.42
42aa3865-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Tyson Barrie,D,0.525,0.528,0.529,1.5,0.12,0.99,0.05,0.12,0.01,0.0,0.0,0.19,0.0,0.0,0.0,11.78,4.85,5.82
fa337f93-f476-4a95-a4d4-ccfbe5546045,4415ce44-0f24-11e2-8525-18a905767e44,Tyson Jost,F,0.486,0.49,0.494,1.04,0.1,0.09,0.0,0.21,0.03,0.1,0.03,0.16,0.0,0.01,0.0,4.44,2.8,3.24
6e295783-ce56-4d31-b0ca-baccddc13832,4415ce44-0f24-11e2-8525-18a905767e44,Marko Dano,F,0.489,0.459,0.468,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2.75,1.75,1.75
42a88700-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Gabriel Landeskog,F,0.527,0.523,0.535,1.97,0.22,0.22,0.01,0.34,0.03,0.32,0.11,0.25,0.03,0.11,0.0,11.19,5.22,7.07
dedda775-c1af-4db3-8db5-43df9b22bb63,4415ce44-0f24-11e2-8525-18a905767e44,Matt Nieto,F,0.5,0.508,0.503,0.84,0.03,0.13,0.0,0.13,0.0,0.11,0.02,0.11,0.02,0.0,0.0,3.06,5.44,4.34
6d438214-071b-4759-9191-dffcffc318b7,4415ce44-0f24-11e2-8525-18a905767e44,Alexander Kerfoot,F,0.519,0.523,0.523,0.94,0.08,0.05,0.0,0.09,0.03,0.18,0.05,0.15,0.0,0.0,0.0,5.79,3.62,4.12
e440e013-e817-11e2-a133-f4ce4684ea4c,4415ce44-0f24-11e2-8525-18a905767e44,Nathan MacKinnon,F,0.529,0.52,0.53,2.84,0.3,0.46,0.07,0.51,0.04,0.2,0.02,0.4,0.07,0.05,0.0,12.12,5.45,7.95
42abd95c-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Erik Johnson,D,0.483,0.48,0.491,1.05,0.04,0.48,0.04,0.08,0.0,0.03,0.0,0.16,0.01,0.0,0.0,7.38,9.65,7.79
80014c87-1dd6-40a9-b002-e9e773842a10,4415ce44-0f24-11e2-8525-18a905767e44,Mark Alt,D,0.552,0.6,0.647,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.5
c0d4498a-faa8-4c0e-8d6b-527b3502a909,4415ce44-0f24-11e2-8525-18a905767e44,Pavel Francouz,G,0.425,0.471,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,9.0,9.5
42c8ddef-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Colin Wilson,F,0.479,0.493,0.497,0.85,0.11,0.08,0.03,0.43,0.02,0.03,0.0,0.15,0.03,0.03,0.0,5.37,3.91,3.89
56dc27ea-409b-4d77-ae58-13fa644a2aa0,4415ce44-0f24-11e2-8525-18a905767e44,Nikita Zadorov,D,0.493,0.494,0.508,0.74,0.03,0.47,0.06,0.06,0.0,0.01,0.0,0.14,0.01,0.0,0.0,4.86,4.93,4.89
fb8a0886-a51d-11e2-a01b-f4ce4684ea4c,4415ce44-0f24-11e2-8525-18a905767e44,Carl Soderberg,F,0.491,0.494,0.5,1.4,0.21,0.07,0.01,0.41,0.0,0.13,0.04,0.18,0.04,0.07,0.0,4.32,7.27,4.78
d1d9d464-b904-49d1-a9ef-9e5b6e312a85,4415ce44-0f24-11e2-8525-18a905767e44,Ryan Graves,D,0.493,0.517,0.522,0.42,0.04,0.42,0.04,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.04,2.27,2.35,2.69
d00af4ae-deb3-487c-a65e-33d62c9bc833,4415ce44-0f24-11e2-8525-18a905767e44,Samuel Girard,D,0.49,0.488,0.495,0.93,0.05,0.35,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.0,0.0,7.85,5.27,7.15
d6a16994-80fc-11e2-a3e0-f4ce4684ea4c,4415ce44-0f24-11e2-8525-18a905767e44,Philipp Grubauer,G,0.495,0.498,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43,19.05,16.46
42adc2bc-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Semyon Varlamov,G,0.494,0.496,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.63,17.71,17.47
42d6c94e-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Derick Brassard,F,0.453,0.462,0.453,1.0,0.15,0.45,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,6.2,4.7,4.65
e2ae2361-9878-4942-ab0b-9d8e12eb46cb,4415ce44-0f24-11e2-8525-18a905767e44,Vladislav Kamenev,F,0.429,0.417,0.428,0.52,0.0,0.17,0.04,0.0,0.0,0.09,0.04,0.09,0.0,0.0,0.0,3.04,2.74,2.7
42d9aa40-0f24-11e2-8525-18a905767e44,4415ce44-0f24-11e2-8525-18a905767e44,Matt Calvert,F,0.496,0.5,0.495,1.0,0.07,0.1,0.0,0.29,0.01,0.11,0.05,0.11,0.0,0.07,0.0,3.02,5.05,4.02
8d8f90bf-5c5c-46b6-9e49-da553f1dad8c,4415ce44-0f24-11e2-8525-18a905767e44,A.J. Greer,F,0.484,0.496,0.477,0.53,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.53,1.4,2.47
4a773f5b-75c4-4ef3-b78e-4cebaf99525e,4415ce44-0f24-11e2-8525-18a905767e44,Anton Lindholm,D,0.5,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5
42b7b605-0f24-11e2-8525-18a905767e44,4416091c-0f24-11e2-8525-18a905767e44,Mikko Koivu,F,0.519,0.52,0.533,0.98,0.13,0.21,0.0,0.29,0.02,0.06,0.0,0.19,0.02,0.02,0.0,7.27,7.54,5.69
beaf763a-4ace-4203-8935-5ceb8ce0bedb,4416091c-0f24-11e2-8525-18a905767e44,Louie Belpedio,D,0.408,0.424,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,3.0
69b35311-8876-4c70-9873-c4ad0abb4401,4416091c-0f24-11e2-8525-18a905767e44,Ryan Donato,F,0.502,0.485,0.492,1.95,0.09,0.14,0.05,0.32,0.0,0.05,0.05,0.41,0.0,0.09,0.0,5.23,3.5,4.18
43554433-0f24-11e2-8525-18a905767e44,4416091c-0f24-11e2-8525-18a905767e44,Eric Fehr,F,0.487,0.502,0.497,0.57,0.04,0.03,0.0,0.15,0.01,0.07,0.0,0.08,0.03,0.0,0.0,2.25,6.39,3.17
46e5f382-8835-11e2-bcc0-f4ce4684ea4c,4416091c-0f24-11e2-8525-18a905767e44,Greg Pateryn,D,0.491,0.506,0.517,0.68,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.0,3.53,6.31,5.05
2827317d-5a7b-49e6-ab58-f8a6d9cd0ba9,4416091c-0f24-11e2-8525-18a905767e44,Mat Robson,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436ef17d-0f24-11e2-8525-18a905767e44,4416091c-0f24-11e2-8525-18a905767e44,Jason Zucker,F,0.531,0.535,0.542,1.43,0.14,0.19,0.02,0.41,0.04,0.15,0.02,0.48,0.05,0.02,0.0,7.11,4.44,5.56
0cc207c2-d69d-4c56-acbb-3cd9fa01321c,4416091c-0f24-11e2-8525-18a905767e44,Jordan Greenway,F,0.489,0.492,0.506,0.94,0.09,0.07,0.01,0.07,0.01,0.06,0.01,0.11,0.02,0.09,0.0,4.58,3.69,4.72
42bde59f-0f24-11e2-8525-18a905767e44,4416091c-0f24-11e2-8525-18a905767e44,Jared Spurgeon,D,0.517,0.524,0.522,0.93,0.11,0.49,0.01,0.11,0.02,0.02,0.0,0.23,0.01,0.02,0.01,9.6,8.85,8.22
2607ac36-6198-11e2-9e6b-f4ce4684ea4c,4416091c-0f24-11e2-8525-18a905767e44,Mikael Granlund,F,0.524,0.536,0.54,1.48,0.16,0.38,0.02,0.14,0.02,0.1,0.02,0.3,0.03,0.03,0.0,7.86,5.71,6.48
43355c07-0f24-11e2-8525-18a905767e44,4416091c-0f24-11e2-8525-18a905767e44,Matt Read,F,0.507,0.5,0.521,0.83,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.67,3.17,3.5
504e1497-33ee-4e3b-8d90-dbe1ac8ff0ce,4416091c-0f24-11e2-8525-18a905767e44,Joel Eriksson Ek,F,0.506,0.512,0.539,1.26,0.09,0.03,0.0,0.17,0.0,0.12,0.0,0.16,0.03,0.17,0.0,3.79,4.22,4.43
